,년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구
13848,2018-12,제주시,이도1동,소매업,1028,42710050,11500287.69
13843,2018-12,제주시,이도1동,소매업,4565,324280186,11500287.69
13833,2018-12,제주시,이도1동,소매업,3181,207860900,11500287.69
13822,2018-12,제주시,우도면,소매업,30,3720500,1659052.681
13817,2018-12,제주시,우도면,소매업,3,276000,1659052.681
13800,2018-12,제주시,용담2동,소매업,758,50937588,17881799.58
13504,2018-12,제주시,봉개동,소매업,250,15903700,5891303.842999999
13208,2018-12,서귀포시,예래동,소매업,162,5686870,7900227.877
13487,2018-12,제주시,도두동,소매업,1118,97685700,3667461.012
13173,2018-12,서귀포시,영천동,소매업,114,24089600,5989489.904
13161,2018-12,서귀포시,안덕면,소매업,145,16150980,18018826.87
13156,2018-12,서귀포시,안덕면,소매업,328,19779750,18018826.87
13144,2018-12,서귀포시,안덕면,소매업,763,55626490,18018826.87
13131,2018-12,서귀포시,송산동,소매업,2876,276819265,21495272.8
13125,2018-12,서귀포시,송산동,소매업,4337,348889116,21495272.8
13112,2018-12,서귀포시,송산동,소매업,5629,410677047,21495272.8
13098,2018-12,서귀포시,성산읍,소매업,456,28991880,15548067.08
13093,2018-12,서귀포시,성산읍,소매업,901,206318600,15548067.08
13083,2018-12,서귀포시,성산읍,소매업,1467,140650100,15548067.08
13071,2018-12,서귀포시,서홍동,소매업,85,6168700,6272308.949
13066,2018-12,서귀포시,서홍동,소매업,71,7957500,6272308.949
13058,2018-12,서귀포시,서홍동,소매업,45,3377000,6272308.949
13179,2018-12,서귀포시,영천동,소매업,20,13565000,5989489.904
13047,2018-12,서귀포시,동홍동,소매업,683,80031429,18788147.28
13030,2018-12,서귀포시,동홍동,소매업,764,82068380,18788147.28
13012,2018-12,서귀포시,대천동,소매업,249,19293335,8406693.287
13004,2018-12,서귀포시,대천동,소매업,347,69379500,8406693.287
12992,2018-12,서귀포시,대정읍,소매업,397,34647166,16879074.52
12986,2018-12,서귀포시,대정읍,소매업,1187,193157096,16879074.52
12976,2018-12,서귀포시,대정읍,소매업,584,43676860,16879074.52
12962,2018-12,서귀포시,대륜동,소매업,29,5935460,15895828.78
12957,2018-12,서귀포시,대륜동,소매업,112,12537600,15895828.78
12947,2018-12,서귀포시,대륜동,소매업,538,79328700,15895828.78
12934,2018-12,서귀포시,남원읍,소매업,688,43282150,15198742.64
12929,2018-12,서귀포시,남원읍,소매업,258,35084500,15198742.64
12919,2018-12,서귀포시,남원읍,소매업,1112,77288865,15198742.64
14080,2018-12,제주시,화북동,소매업,250,19066300,25768731.07
13042,2018-12,서귀포시,동홍동,소매업,305,21303500,18788147.28
13493,2018-12,제주시,도두동,소매업,186,21274680,3667461.012
13183,2018-12,서귀포시,영천동,소매업,618,41290400,5989489.904
13203,2018-12,서귀포시,예래동,소매업,388,23259600,7900227.877
13480,2018-12,제주시,도두동,소매업,181,31263500,3667461.012
13465,2018-12,제주시,노형동,소매업,3409,227127848,57838854.52
13459,2018-12,제주시,노형동,소매업,653,50948300,57838854.52
13446,2018-12,제주시,노형동,소매업,2346,171767639,57838854.52
13433,2018-12,제주시,구좌읍,소매업,284,22197272,14216210.09
13427,2018-12,제주시,구좌읍,소매업,153,22389400,14216210.09
13417,2018-12,제주시,구좌읍,소매업,467,34129400,14216210.09
13404,2018-12,제주시,건입동,소매업,256,34791440,10063151.48
13399,2018-12,제주시,건입동,소매업,770,213065100,10063151.48
13390,2018-12,제주시,건입동,소매업,181,35833700,10063151.48
13381,2018-12,서귀포시,효돈동,소매업,201,27274800,3998384.363
13377,2018-12,서귀포시,효돈동,소매업,158,5489500,3998384.363
13369,2018-12,서귀포시,효돈동,소매업,416,37008400,3998384.363
13193,2018-12,서귀포시,예래동,소매업,166,19984670,7900227.877
13357,2018-12,서귀포시,표선면,소매업,607,33783045,11096173.5
13342,2018-12,서귀포시,표선면,소매업,1260,171911480,11096173.5
13329,2018-12,서귀포시,천지동,소매업,1660,161666136,8267832.822000001
13323,2018-12,서귀포시,천지동,소매업,4083,321978116,8267832.822000001
13311,2018-12,서귀포시,천지동,소매업,4814,310232067,8267832.822000001
13299,2018-12,서귀포시,중앙동,소매업,1575,155497436,5339818.52
13293,2018-12,서귀포시,중앙동,소매업,4012,314020616,5339818.52
13282,2018-12,서귀포시,중앙동,소매업,4769,306855067,5339818.52
13268,2018-12,서귀포시,중문동,소매업,4,256000,10023516.82
13263,2018-12,서귀포시,중문동,소매업,317,39703800,10023516.82
13251,2018-12,서귀포시,중문동,소매업,614,86080340,10023516.82
13239,2018-12,서귀포시,정방동,소매업,1575,155497436,4721763.3610000005
13233,2018-12,서귀포시,정방동,소매업,4012,314020616,4721763.3610000005
13222,2018-12,서귀포시,정방동,소매업,4769,306855067,4721763.3610000005
13352,2018-12,서귀포시,표선면,소매업,679,78056596,11096173.5
14085,2018-12,제주시,화북동,소매업,984,62472992,25768731.07
