,년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구
13,2018-01,서귀포시,남원읍,문화레저,219,7098300,15559582.61
724,2018-01,제주시,애월읍,문화레저,475,16703600,40822918.85
757,2018-01,제주시,연동,문화레저,4303,656403500,55595923.86
788,2018-01,제주시,오라동,문화레저,392,118655200,19417674.89
813,2018-01,제주시,외도동,문화레저,105,4294000,10339083.3
832,2018-01,제주시,용담1동,문화레저,1,300000,8297165.637
842,2018-01,제주시,용담1동,문화레저,57,7441000,8297165.637
869,2018-01,제주시,용담2동,문화레저,86,7187000,18246425.72
891,2018-01,제주시,우도면,문화레저,188,8940000,1599777.085
907,2018-01,제주시,이도1동,문화레저,18,621000,11734115.4
696,2018-01,제주시,아라동,문화레저,131,29050200,34700908.53
945,2018-01,제주시,이도2동,문화레저,1035,155934360,61542277.26
996,2018-01,제주시,일도1동,문화레저,7334,1091253114,3489566.8260000004
1025,2018-01,제주시,일도2동,문화레저,737,61441300,30822257.35
1054,2018-01,제주시,조천읍,문화레저,630,26294300,22137393.64
1071,2018-01,제주시,추자면,문화레저,2,1240000,1796079.171
1075,2018-01,제주시,추자면,문화레저,7,707000,1796079.171
1089,2018-01,제주시,한경면,문화레저,1,120000,6465975.054
1097,2018-01,제주시,한경면,문화레저,13,328000,6465975.054
1125,2018-01,제주시,한림읍,문화레저,226,10917724,21344447.95
1153,2018-01,제주시,화북동,문화레저,228,14693100,26071733.11
972,2018-01,제주시,이호동,문화레저,125,4559400,4708526.847
668,2018-01,제주시,삼양동,문화레저,418,18269610,18073463.18
916,2018-01,제주시,이도1동,문화레저,348,67976050,11734115.4
612,2018-01,제주시,삼도1동,문화레저,237,56557460,11922468.38
643,2018-01,제주시,삼도2동,문화레저,209,28291600,7661265.906
70,2018-01,서귀포시,대정읍,문화레저,442,34155800,17485798.33
94,2018-01,서귀포시,대천동,문화레저,36,11914900,9229592.656
122,2018-01,서귀포시,동홍동,문화레저,974,60760500,18264222.17
146,2018-01,서귀포시,서홍동,문화레저,2,62000,6487279.695
172,2018-01,서귀포시,성산읍,문화레저,64,2776000,15980584.65
203,2018-01,서귀포시,송산동,문화레저,3895,582107350,21188818.56
258,2018-01,서귀포시,영천동,문화레저,24,4318500,6073651.207
282,2018-01,서귀포시,예래동,문화레저,316,33318400,8508221.576
312,2018-01,서귀포시,정방동,문화레저,2899,520808350,5340965.659
342,2018-01,서귀포시,중문동,문화레저,344,13984800,9311094.464
235,2018-01,서귀포시,안덕면,문화레저,416,21969700,18587691.57
372,2018-01,서귀포시,중앙동,문화레저,2899,520808350,5178366.488
566,2018-01,제주시,도두동,문화레저,311,12946000,3909025.986
559,2018-01,제주시,도두동,문화레저,2,530000,3909025.986
538,2018-01,제주시,노형동,문화레저,737,219472200,57307567.03
506,2018-01,제주시,구좌읍,문화레저,54,2606700,14287903.32
588,2018-01,제주시,봉개동,문화레저,25,832000,5530947.296
455,2018-01,서귀포시,효돈동,문화레저,5,217000,4123773.745
431,2018-01,서귀포시,표선면,문화레저,816,28734250,11046152.56
402,2018-01,서귀포시,천지동,문화레저,2901,520870350,8824750.432
478,2018-01,제주시,건입동,문화레저,440,33196100,10891053.62
2011,2018-02,제주시,용담1동,문화레저,44,6904500,7544084.295
1780,2018-02,제주시,삼도1동,문화레저,237,57086300,10602680.62
1811,2018-02,제주시,삼도2동,문화레저,162,25486700,6747760.061000001
1837,2018-02,제주시,삼양동,문화레저,333,14535800,16825461.11
1865,2018-02,제주시,아라동,문화레저,70,18026300,30713771.55
1893,2018-02,제주시,애월읍,문화레저,356,12068200,35726452.19
1926,2018-02,제주시,연동,문화레저,4236,603386450,49000378.47
1957,2018-02,제주시,오라동,문화레저,348,93634550,17523941.65
1983,2018-02,제주시,외도동,문화레저,67,1923100,8805047.683
2001,2018-02,제주시,용담1동,문화레저,3,430000,7544084.295
2038,2018-02,제주시,용담2동,문화레저,76,4704000,16192668.17
2320,2018-02,제주시,화북동,문화레저,204,11913500,23156920.22
2085,2018-02,제주시,이도1동,문화레저,293,47247100,10518265.35
2113,2018-02,제주시,이도2동,문화레저,872,140769445,55069282.47
2132,2018-02,제주시,이호동,문화레저,1,902000,4227222.954
2140,2018-02,제주시,이호동,문화레저,84,3146000,4227222.954
2165,2018-02,제주시,일도1동,문화레저,8650,1139511560,3110511.747
2194,2018-02,제주시,일도2동,문화레저,574,43463000,28251765.75
2223,2018-02,제주시,조천읍,문화레저,644,27944700,19010257.8
2243,2018-02,제주시,추자면,문화레저,3,224000,1449205.24
2264,2018-02,제주시,한경면,문화레저,22,422000,5884051.572000001
2292,2018-02,제주시,한림읍,문화레저,176,7780400,18461802.8
1757,2018-02,제주시,봉개동,문화레저,10,598000,4525419.608
2060,2018-02,제주시,우도면,문화레저,315,14616000,1438287.186
1736,2018-02,제주시,도두동,문화레저,258,12963000,3303408.328
2076,2018-02,제주시,이도1동,문화레저,18,509000,10518265.35
1709,2018-02,제주시,노형동,문화레저,751,171106430,50212724.54
1210,2018-02,서귀포시,대륜동,문화레저,4,280000,14123407.92
1239,2018-02,서귀포시,대정읍,문화레저,332,23891600,15506929.03
1265,2018-02,서귀포시,대천동,문화레저,32,9413300,7477152.528
1293,2018-02,서귀포시,동홍동,문화레저,683,39939300,16226998.8
1309,2018-02,서귀포시,서홍동,문화레저,2,3800000,5799798.696
1318,2018-02,서귀포시,서홍동,문화레저,3,244550,5799798.696
1344,2018-02,서귀포시,성산읍,문화레저,52,1730700,13875723.07
1365,2018-02,서귀포시,송산동,문화레저,1,200000,18763956.04
1375,2018-02,서귀포시,송산동,문화레저,3628,498038320,18763956.04
1407,2018-02,서귀포시,안덕면,문화레저,304,14053250,16522569.39
1430,2018-02,서귀포시,영천동,문화레저,24,1216000,5309482.9180000005
1181,2018-02,서귀포시,남원읍,문화레저,127,4225100,13128211.65
1474,2018-02,서귀포시,정방동,문화레저,1,200000,4397784.603
1454,2018-02,서귀포시,예래동,문화레저,245,34388900,7274625.797
1677,2018-02,제주시,구좌읍,문화레저,80,2397500,12646801.62
1648,2018-02,제주시,건입동,문화레저,353,29810400,9867498.851
1626,2018-02,서귀포시,효돈동,문화레저,3,153000,3691113.858
1603,2018-02,서귀포시,표선면,문화레저,556,17447300,9594845.562
1574,2018-02,서귀포시,천지동,문화레저,2927,457784570,7478481.719
1729,2018-02,제주시,도두동,문화레저,1,18000,3303408.328
1544,2018-02,서귀포시,중앙동,문화레저,2924,457540020,4605460.221
1534,2018-02,서귀포시,중앙동,문화레저,1,200000,4605460.221
1514,2018-02,서귀포시,중문동,문화레저,305,11138700,7984257.047999999
1484,2018-02,서귀포시,정방동,문화레저,2924,457540020,4397784.603
1563,2018-02,서귀포시,천지동,문화레저,3,4000000,7478481.719
3003,2018-03,제주시,삼양동,문화레저,469,20224580,17516511.18
3031,2018-03,제주시,아라동,문화레저,152,39144100,41082396.67
3059,2018-03,제주시,애월읍,문화레저,482,17965300,41323045.96
3092,2018-03,제주시,연동,문화레저,5112,817609985,53699494.59
3123,2018-03,제주시,오라동,문화레저,488,132165650,18740739.8
3149,2018-03,제주시,외도동,문화레저,94,2911700,9204741.07
3168,2018-03,제주시,용담1동,문화레저,3,421000,7915417.487000001
3177,2018-03,제주시,용담1동,문화레저,76,7771000,7915417.487000001
3203,2018-03,제주시,용담2동,문화레저,126,8338800,17070618.96
3225,2018-03,제주시,우도면,문화레저,583,24204000,1683160.5
3241,2018-03,제주시,이도1동,문화레저,17,525000,11116779.64
3298,2018-03,제주시,이호동,문화레저,10,6854000,4631756.927
3278,2018-03,제주시,이도2동,문화레저,1165,214551340,58798733.2
3306,2018-03,제주시,이호동,문화레저,129,5022700,4631756.927
3331,2018-03,제주시,일도1동,문화레저,9307,1259504886,3292449.542
3359,2018-03,제주시,일도2동,문화레저,787,71963700,28735651.28
3484,2018-03,제주시,화북동,문화레저,229,16892000,25372032.6
3405,2018-03,제주시,추자면,문화레저,3,747000,1818137.389
3409,2018-03,제주시,추자면,문화레저,10,1162500,1818137.389
3422,2018-03,제주시,한경면,문화레저,1,90000,6670145.615
3430,2018-03,제주시,한경면,문화레저,30,772000,6670145.615
3457,2018-03,제주시,한림읍,문화레저,296,11901123,21476906.5
2977,2018-03,제주시,삼도2동,문화레저,255,46101100,7240540.864
3250,2018-03,제주시,이도1동,문화레저,460,66198990,11116779.64
3388,2018-03,제주시,조천읍,문화레저,748,29840700,21454573.88
2946,2018-03,제주시,삼도1동,문화레저,301,81813760,10895608.97
2902,2018-03,제주시,도두동,문화레저,389,13103600,3613414.733
2923,2018-03,제주시,봉개동,문화레저,57,2990000,5928778.43
2347,2018-03,서귀포시,남원읍,문화레저,169,10296400,13733964.81
2376,2018-03,서귀포시,대륜동,문화레저,34,3422200,15370138.36
2397,2018-03,서귀포시,대정읍,문화레저,1,240000,16742133.82
2406,2018-03,서귀포시,대정읍,문화레저,401,28989480,16742133.82
2432,2018-03,서귀포시,대천동,문화레저,36,10982400,7961894.743
2486,2018-03,서귀포시,서홍동,문화레저,7,750940,6113981.677999999
2504,2018-03,서귀포시,성산읍,문화레저,2,33000,15086999.53
2513,2018-03,서귀포시,성산읍,문화레저,61,3526900,15086999.53
2544,2018-03,서귀포시,송산동,문화레저,3950,550995990,19507659.5
2567,2018-03,서귀포시,안덕면,문화레저,3,115000,18449755.43
2460,2018-03,서귀포시,동홍동,문화레저,714,50252600,17088946.59
2600,2018-03,서귀포시,영천동,문화레저,17,618000,5923939.302
2576,2018-03,서귀포시,안덕면,문화레저,400,18190320,18449755.43
2843,2018-03,제주시,구좌읍,문화레저,91,4980900,14445863.39
2814,2018-03,제주시,건입동,문화레저,443,39077700,10491724.92
2770,2018-03,서귀포시,표선면,문화레저,690,20059150,10952216.85
2741,2018-03,서귀포시,천지동,문화레저,3226,500876330,7812578.766
2875,2018-03,제주시,노형동,문화레저,1095,347989830,56048028.84
2682,2018-03,서귀포시,중문동,문화레저,345,12493400,8846633.561
2653,2018-03,서귀포시,정방동,문화레저,3219,500125390,4353705.853
2623,2018-03,서귀포시,예래동,문화레저,319,38660200,7639190.35
2712,2018-03,서귀포시,중앙동,문화레저,3219,500125390,4974397.775
4396,2018-04,제주시,우도면,문화레저,759,33994000,1778445.281
4147,2018-04,제주시,삼도2동,문화레저,297,39859100,7093024.755
4173,2018-04,제주시,삼양동,문화레저,581,26433440,17069522.19
4200,2018-04,제주시,아라동,문화레저,181,33650300,41217637.72
4228,2018-04,제주시,애월읍,문화레저,597,20430800,40883068.79
4261,2018-04,제주시,연동,문화레저,5609,877918955,52209291.97
4292,2018-04,제주시,오라동,문화레저,636,135895100,17742031.38
4318,2018-04,제주시,외도동,문화레저,124,3366600,9634779.526
4337,2018-04,제주시,용담1동,문화레저,2,427000,7492333.022999999
4347,2018-04,제주시,용담1동,문화레저,120,181568000,7492333.022999999
4373,2018-04,제주시,용담2동,문화레저,137,13770100,17913433.75
4412,2018-04,제주시,이도1동,문화레저,16,775000,10782819.68
4655,2018-04,제주시,화북동,문화레저,261,16514800,24324641.72
4449,2018-04,제주시,이도2동,문화레저,1352,217300430,56650019.36
4469,2018-04,제주시,이호동,문화레저,6,3652000,4665546.2360000005
4477,2018-04,제주시,이호동,문화레저,178,6060600,4665546.2360000005
4502,2018-04,제주시,일도1동,문화레저,10475,1362527339,3261895.474
4531,2018-04,제주시,일도2동,문화레저,864,75942600,27340972.11
4560,2018-04,제주시,조천읍,문화레저,954,46246300,22532935.04
4580,2018-04,제주시,추자면,문화레저,9,281000,2001860.03
4592,2018-04,제주시,한경면,문화레저,2,330000,6857575.278
4600,2018-04,제주시,한경면,문화레저,40,1628850,6857575.278
4628,2018-04,제주시,한림읍,문화레저,383,21941543,21975919.57
4117,2018-04,제주시,삼도1동,문화레저,310,133754300,10567451.0
4421,2018-04,제주시,이도1동,문화레저,795,90616420,10782819.68
4094,2018-04,제주시,봉개동,문화레저,95,5664000,6595973.813999999
3937,2018-04,서귀포시,표선면,문화레저,868,28859100,11992523.07
4066,2018-04,제주시,도두동,문화레저,2,1180000,4026787.232
3513,2018-04,서귀포시,남원읍,문화레저,223,17899900,14006335.55
3542,2018-04,서귀포시,대륜동,문화레저,7,310000,15453296.13
3571,2018-04,서귀포시,대정읍,문화레저,502,39062200,16980038.02
3598,2018-04,서귀포시,대천동,문화레저,42,14832000,8096265.193
3626,2018-04,서귀포시,동홍동,문화레저,655,53537000,16574954.36
3651,2018-04,서귀포시,서홍동,문화레저,15,27181000,5676609.815
3677,2018-04,서귀포시,성산읍,문화레저,104,4014000,16038613.8
3708,2018-04,서귀포시,송산동,문화레저,4111,580768340,19133059.8
3731,2018-04,서귀포시,안덕면,문화레저,27,1773000,19320837.56
3740,2018-04,서귀포시,안덕면,문화레저,437,24577100,19320837.56
3764,2018-04,서귀포시,영천동,문화레저,28,1296000,5926542.917
3788,2018-04,서귀포시,예래동,문화레저,529,61346700,8611610.035
3698,2018-04,서귀포시,송산동,문화레저,3,1096150,19133059.8
3818,2018-04,서귀포시,정방동,문화레저,3429,526510340,4506471.921
3808,2018-04,서귀포시,정방동,문화레저,3,1096150,4506471.921
4013,2018-04,제주시,구좌읍,문화레저,125,3857600,15202471.2
3984,2018-04,제주시,건입동,문화레저,602,50220400,10410051.8
3960,2018-04,서귀포시,효돈동,문화레저,1,34000,3537416.51
4073,2018-04,제주시,도두동,문화레저,495,16999500,4026787.232
4045,2018-04,제주시,노형동,문화레저,1202,302904020,54755872.87
3897,2018-04,서귀포시,천지동,문화레저,3,1096150,7557925.972
3878,2018-04,서귀포시,중앙동,문화레저,3429,526510340,4775833.555
3868,2018-04,서귀포시,중앙동,문화레저,3,1096150,4775833.555
3848,2018-04,서귀포시,중문동,문화레저,356,14654400,9007426.571
3908,2018-04,서귀포시,천지동,문화레저,3444,553691340,7557925.972
5545,2018-05,제주시,용담2동,문화레저,177,9751000,18540706.78
5520,2018-05,제주시,용담1동,문화레저,172,17784500,7715098.532000001
5510,2018-05,제주시,용담1동,문화레저,12,3023000,7715098.532000001
5491,2018-05,제주시,외도동,문화레저,178,5506800,10365647.65
5465,2018-05,제주시,오라동,문화레저,651,139531710,17969738.37
5401,2018-05,제주시,애월읍,문화레저,692,20496700,41377708.15
5373,2018-05,제주시,아라동,문화레저,189,31397200,42148328.61
5345,2018-05,제주시,삼양동,문화레저,731,29611650,17950054.82
5318,2018-05,제주시,삼도2동,문화레저,399,45148600,7378358.319
5568,2018-05,제주시,우도면,문화레저,588,27670300,1739751.189
5434,2018-05,제주시,연동,문화레저,6464,879769440,53418044.62
5585,2018-05,제주시,이도1동,문화레저,17,712000,11021965.5
5832,2018-05,제주시,화북동,문화레저,244,16094000,24892697.84
5622,2018-05,제주시,이도2동,문화레저,1612,243729555,58471100.35
5642,2018-05,제주시,이호동,문화레저,8,4550000,4840904.025
5650,2018-05,제주시,이호동,문화레저,217,8825000,4840904.025
5675,2018-05,제주시,일도1동,문화레저,11735,1411788089,3460020.6210000003
