년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2018-05,제주시,노형동,일반유흥 주점업,625,95066050,56387136.25,2020-12-15
2018-05,제주시,노형동,일식 음식점업,5849,417553200,56387136.25,2020-12-15
2018-05,제주시,노형동,자동차 임대업,278,25084700,56387136.25,2020-12-15
2018-05,제주시,노형동,전시 및 행사 대행업,705,53159840,56387136.25,2020-12-15
2018-05,제주시,노형동,중식 음식점업,4427,158904600,56387136.25,2020-12-15
2018-05,제주시,노형동,차량용 가스 충전업,2433,133850245,56387136.25,2020-12-15
2018-05,제주시,노형동,차량용 주유소 운영업,21638,1267395477,56387136.25,2020-12-15
2018-05,제주시,노형동,체인화 편의점,81300,700963875,56387136.25,2020-12-15
2018-05,제주시,노형동,"피자, 햄버거, 샌드위치 및 유사 음식점업",17802,239990431,56387136.25,2020-12-15
2018-05,제주시,노형동,한식 음식점업,81418,3994750796,56387136.25,2020-12-15
2018-05,제주시,노형동,호텔업,162,14328500,56387136.25,2020-12-15
2018-05,제주시,노형동,화장품 및 방향제 소매업,1190,87953600,56387136.25,2020-12-15
2018-05,제주시,노형동,휴양콘도 운영업,48,46463000,56387136.25,2020-12-15
2018-05,제주시,도두동,건강보조식품 소매업,4,550000,4197776.136,2020-12-15
2018-05,제주시,도두동,과실 및 채소 소매업,667,38691636,4197776.136,2020-12-15
2018-05,제주시,도두동,그외 기타 스포츠시설 운영업,51,2853700,4197776.136,2020-12-15
2018-05,제주시,도두동,기타 수상오락 서비스업,7,1290000,4197776.136,2020-12-15
2018-05,제주시,도두동,기타 외국식 음식점업,16,346500,4197776.136,2020-12-15
2018-05,제주시,도두동,비알콜 음료점업,1075,14546090,4197776.136,2020-12-15
2018-05,제주시,도두동,빵 및 과자류 소매업,63,466000,4197776.136,2020-12-15
2018-05,제주시,도두동,서양식 음식점업,898,24812950,4197776.136,2020-12-15
2018-05,제주시,도두동,수산물 소매업,495,59532080,4197776.136,2020-12-15
2018-05,제주시,도두동,슈퍼마켓,3846,105822010,4197776.136,2020-12-15
2018-05,제주시,도두동,스포츠 및 레크레이션 용품 임대업,570,18442600,4197776.136,2020-12-15
2018-05,제주시,도두동,여관업,270,107872300,4197776.136,2020-12-15
2018-05,제주시,도두동,여행사업,1160,71099530,4197776.136,2020-12-15
2018-05,제주시,도두동,욕탕업,1307,24845000,4197776.136,2020-12-15
2018-05,제주시,도두동,육류 소매업,197,31644830,4197776.136,2020-12-15
2018-05,제주시,도두동,일식 음식점업,2121,236805400,4197776.136,2020-12-15
2018-05,제주시,도두동,자동차 임대업,4860,368431470,4197776.136,2020-12-15
2018-05,제주시,도두동,전시 및 행사 대행업,7,12506900,4197776.136,2020-12-15
2018-05,제주시,도두동,중식 음식점업,171,3621500,4197776.136,2020-12-15
2018-05,제주시,도두동,차량용 가스 충전업,1769,54289376,4197776.136,2020-12-15
2018-05,제주시,도두동,차량용 주유소 운영업,2675,206670325,4197776.136,2020-12-15
2018-05,제주시,도두동,체인화 편의점,8319,82742298,4197776.136,2020-12-15
2018-05,제주시,도두동,한식 음식점업,8308,529607850,4197776.136,2020-12-15
2018-05,제주시,봉개동,건강보조식품 소매업,1,80000,6637004.476,2020-12-15
2018-05,제주시,봉개동,골프장 운영업,2245,338078820,6637004.476,2020-12-15
2018-05,제주시,봉개동,과실 및 채소 소매업,234,20349000,6637004.476,2020-12-15
2018-05,제주시,봉개동,그외 기타 종합 소매업,756,58235020,6637004.476,2020-12-15
2018-05,제주시,봉개동,기타 외국식 음식점업,568,18238000,6637004.476,2020-12-15
2018-05,제주시,봉개동,비알콜 음료점업,621,6500500,6637004.476,2020-12-15
2018-05,제주시,봉개동,빵 및 과자류 소매업,413,5473700,6637004.476,2020-12-15
2018-05,제주시,봉개동,서양식 음식점업,356,8976500,6637004.476,2020-12-15
2018-05,제주시,봉개동,슈퍼마켓,6539,158387640,6637004.476,2020-12-15
2018-05,제주시,봉개동,스포츠 및 레크레이션 용품 임대업,110,6408000,6637004.476,2020-12-15
2018-05,제주시,봉개동,여관업,80,3082000,6637004.476,2020-12-15
2018-05,제주시,봉개동,육류 소매업,99,37209100,6637004.476,2020-12-15
2018-05,제주시,봉개동,중식 음식점업,343,7813000,6637004.476,2020-12-15
2018-05,제주시,봉개동,차량용 가스 충전업,29,3278000,6637004.476,2020-12-15
2018-05,제주시,봉개동,차량용 주유소 운영업,7538,436738934,6637004.476,2020-12-15
2018-05,제주시,봉개동,체인화 편의점,9136,98076120,6637004.476,2020-12-15
2018-05,제주시,봉개동,"피자, 햄버거, 샌드위치 및 유사 음식점업",157,2172100,6637004.476,2020-12-15
2018-05,제주시,봉개동,한식 음식점업,4358,158859050,6637004.476,2020-12-15
2018-05,제주시,봉개동,휴양콘도 운영업,2156,261371850,6637004.476,2020-12-15
2018-05,제주시,삼도1동,건강보조식품 소매업,141,18511870,11006780.74,2020-12-15
2018-05,제주시,삼도1동,과실 및 채소 소매업,285,101814880,11006780.74,2020-12-15
2018-05,제주시,삼도1동,관광 민예품 및 선물용품 소매업,56,11129300,11006780.74,2020-12-15
2018-05,제주시,삼도1동,그외 기타 종합 소매업,13,15160000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,기타 외국식 음식점업,282,5855800,11006780.74,2020-12-15
2018-05,제주시,삼도1동,기타 주점업,718,137305020,11006780.74,2020-12-15
2018-05,제주시,삼도1동,기타음식료품위주종합소매업,108,1557550,11006780.74,2020-12-15
2018-05,제주시,삼도1동,마사지업,2,56000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,비알콜 음료점업,176,1667600,11006780.74,2020-12-15
2018-05,제주시,삼도1동,빵 및 과자류 소매업,1954,32828250,11006780.74,2020-12-15
2018-05,제주시,삼도1동,서양식 음식점업,852,12083080,11006780.74,2020-12-15
2018-05,제주시,삼도1동,수산물 소매업,14,3180000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,슈퍼마켓,21304,589387505,11006780.74,2020-12-15
2018-05,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,356,198568700,11006780.74,2020-12-15
2018-05,제주시,삼도1동,여관업,628,35464400,11006780.74,2020-12-15
2018-05,제주시,삼도1동,여행사업,14,25257630,11006780.74,2020-12-15
2018-05,제주시,삼도1동,욕탕업,288,10721100,11006780.74,2020-12-15
2018-05,제주시,삼도1동,육류 소매업,530,59084750,11006780.74,2020-12-15
2018-05,제주시,삼도1동,일반유흥 주점업,406,139029000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,일식 음식점업,666,47420700,11006780.74,2020-12-15
2018-05,제주시,삼도1동,자동차 임대업,8,903000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,전시 및 행사 대행업,1,296000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,중식 음식점업,894,25189000,11006780.74,2020-12-15
2018-05,제주시,삼도1동,차량용 주유소 운영업,835,51317392,11006780.74,2020-12-15
2018-05,제주시,삼도1동,체인화 편의점,12049,102383270,11006780.74,2020-12-15
2018-05,제주시,삼도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",320,8651400,11006780.74,2020-12-15
2018-05,제주시,삼도1동,한식 음식점업,9799,356943545,11006780.74,2020-12-15
2018-05,제주시,삼도1동,호텔업,322,46465008,11006780.74,2020-12-15
2018-05,제주시,삼도1동,화장품 및 방향제 소매업,195,28424350,11006780.74,2020-12-15
2018-05,제주시,삼도2동,건강보조식품 소매업,5,1184400,7378358.319,2020-12-15
2018-05,제주시,삼도2동,과실 및 채소 소매업,183,8939000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,관광 민예품 및 선물용품 소매업,99,11419700,7378358.319,2020-12-15
2018-05,제주시,삼도2동,그외 기타 스포츠시설 운영업,3,518000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,그외 기타 종합 소매업,66,49100000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,기타 대형 종합 소매업,21528,1549712960,7378358.319,2020-12-15
2018-05,제주시,삼도2동,기타 외국식 음식점업,336,21321600,7378358.319,2020-12-15
2018-05,제주시,삼도2동,기타 주점업,323,44780100,7378358.319,2020-12-15
2018-05,제주시,삼도2동,기타음식료품위주종합소매업,3,85000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,비알콜 음료점업,587,6112910,7378358.319,2020-12-15
2018-05,제주시,삼도2동,빵 및 과자류 소매업,1544,20129810,7378358.319,2020-12-15
2018-05,제주시,삼도2동,서양식 음식점업,1041,17469100,7378358.319,2020-12-15
2018-05,제주시,삼도2동,수산물 소매업,26,28263000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,슈퍼마켓,2968,46801570,7378358.319,2020-12-15
2018-05,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,399,45148600,7378358.319,2020-12-15
2018-05,제주시,삼도2동,여관업,922,31999144,7378358.319,2020-12-15
2018-05,제주시,삼도2동,여행사업,14,927450,7378358.319,2020-12-15
2018-05,제주시,삼도2동,욕탕업,192,2975000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,육류 소매업,135,11116055,7378358.319,2020-12-15
2018-05,제주시,삼도2동,일반유흥 주점업,177,44699000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,일식 음식점업,121,11956000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,전시 및 행사 대행업,4,765000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,중식 음식점업,902,25923000,7378358.319,2020-12-15
2018-05,제주시,삼도2동,체인화 편의점,18945,178948480,7378358.319,2020-12-15
2018-05,제주시,삼도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",726,10188750,7378358.319,2020-12-15
2018-05,제주시,삼도2동,한식 음식점업,15580,722894853,7378358.319,2020-12-15
2018-05,제주시,삼도2동,호텔업,1838,789666679,7378358.319,2020-12-15
2018-05,제주시,삼도2동,화장품 및 방향제 소매업,83,31257613,7378358.319,2020-12-15
2018-05,제주시,삼양동,건강보조식품 소매업,3,220000,17950054.82,2020-12-15
2018-05,제주시,삼양동,과실 및 채소 소매업,934,139693700,17950054.82,2020-12-15
2018-05,제주시,삼양동,관광 민예품 및 선물용품 소매업,3,1310000,17950054.82,2020-12-15
2018-05,제주시,삼양동,그외 기타 종합 소매업,6,2190000,17950054.82,2020-12-15
2018-05,제주시,삼양동,기타 대형 종합 소매업,3,204130,17950054.82,2020-12-15
2018-05,제주시,삼양동,기타 외국식 음식점업,594,12544700,17950054.82,2020-12-15
2018-05,제주시,삼양동,기타 주점업,278,32421500,17950054.82,2020-12-15
2018-05,제주시,삼양동,기타음식료품위주종합소매업,2789,61432260,17950054.82,2020-12-15
2018-05,제주시,삼양동,비알콜 음료점업,4237,38118050,17950054.82,2020-12-15
2018-05,제주시,삼양동,빵 및 과자류 소매업,3482,45957690,17950054.82,2020-12-15
2018-05,제주시,삼양동,서양식 음식점업,1747,41278450,17950054.82,2020-12-15
2018-05,제주시,삼양동,수산물 소매업,28,6655000,17950054.82,2020-12-15
2018-05,제주시,삼양동,슈퍼마켓,22099,652015175,17950054.82,2020-12-15
2018-05,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,731,29611650,17950054.82,2020-12-15
2018-05,제주시,삼양동,여관업,166,26375400,17950054.82,2020-12-15
2018-05,제주시,삼양동,여행사업,2,11504800,17950054.82,2020-12-15
2018-05,제주시,삼양동,욕탕업,456,14001000,17950054.82,2020-12-15
2018-05,제주시,삼양동,육류 소매업,574,84565566,17950054.82,2020-12-15
2018-05,제주시,삼양동,일식 음식점업,627,43805000,17950054.82,2020-12-15
2018-05,제주시,삼양동,자동차 임대업,3,1343600,17950054.82,2020-12-15
2018-05,제주시,삼양동,전시 및 행사 대행업,8,864000,17950054.82,2020-12-15
2018-05,제주시,삼양동,중식 음식점업,1739,50541300,17950054.82,2020-12-15
2018-05,제주시,삼양동,차량용 가스 충전업,128,19684690,17950054.82,2020-12-15
2018-05,제주시,삼양동,차량용 주유소 운영업,5292,388692710,17950054.82,2020-12-15
2018-05,제주시,삼양동,체인화 편의점,20232,199169900,17950054.82,2020-12-15
2018-05,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2862,42903710,17950054.82,2020-12-15
2018-05,제주시,삼양동,한식 음식점업,14252,633225729,17950054.82,2020-12-15
2018-05,제주시,삼양동,화장품 및 방향제 소매업,558,18878778,17950054.82,2020-12-15
2018-05,제주시,아라동,건강보조식품 소매업,12,1202000,42148328.61,2020-12-15
2018-05,제주시,아라동,골프장 운영업,1829,229820307,42148328.61,2020-12-15
2018-05,제주시,아라동,과실 및 채소 소매업,715,50183820,42148328.61,2020-12-15
2018-05,제주시,아라동,그외 기타 종합 소매업,15,5260000,42148328.61,2020-12-15
2018-05,제주시,아라동,기타 외국식 음식점업,1333,39927600,42148328.61,2020-12-15
2018-05,제주시,아라동,기타 주점업,102,8153500,42148328.61,2020-12-15
2018-05,제주시,아라동,기타음식료품위주종합소매업,4250,159170130,42148328.61,2020-12-15
2018-05,제주시,아라동,마사지업,7,385000,42148328.61,2020-12-15
2018-05,제주시,아라동,비알콜 음료점업,7412,75944620,42148328.61,2020-12-15
2018-05,제주시,아라동,빵 및 과자류 소매업,9006,141714390,42148328.61,2020-12-15
2018-05,제주시,아라동,서양식 음식점업,11109,236188890,42148328.61,2020-12-15
2018-05,제주시,아라동,수산물 소매업,209,15417820,42148328.61,2020-12-15
2018-05,제주시,아라동,슈퍼마켓,31567,665133320,42148328.61,2020-12-15
2018-05,제주시,아라동,스포츠 및 레크레이션 용품 임대업,189,31397200,42148328.61,2020-12-15
2018-05,제주시,아라동,여관업,440,115221116,42148328.61,2020-12-15
2018-05,제주시,아라동,여행사업,13,5503800,42148328.61,2020-12-15
2018-05,제주시,아라동,욕탕업,30,227000,42148328.61,2020-12-15
2018-05,제주시,아라동,육류 소매업,2333,128017382,42148328.61,2020-12-15
2018-05,제주시,아라동,일식 음식점업,3867,197355230,42148328.61,2020-12-15
2018-05,제주시,아라동,전시 및 행사 대행업,10,656000,42148328.61,2020-12-15
2018-05,제주시,아라동,중식 음식점업,2999,93593100,42148328.61,2020-12-15
2018-05,제주시,아라동,차량용 가스 충전업,95,25249090,42148328.61,2020-12-15
2018-05,제주시,아라동,차량용 주유소 운영업,9745,534663726,42148328.61,2020-12-15
2018-05,제주시,아라동,체인화 편의점,59998,530644670,42148328.61,2020-12-15
2018-05,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",6588,109425820,42148328.61,2020-12-15
2018-05,제주시,아라동,한식 음식점업,42375,1702304928,42148328.61,2020-12-15
2018-05,제주시,아라동,화장품 및 방향제 소매업,429,24201610,42148328.61,2020-12-15
2018-05,제주시,애월읍,건강보조식품 소매업,17,1995000,41377708.15,2020-12-15
2018-05,제주시,애월읍,골프장 운영업,3450,852554450,41377708.15,2020-12-15
2018-05,제주시,애월읍,과실 및 채소 소매업,715,55402740,41377708.15,2020-12-15
2018-05,제주시,애월읍,관광 민예품 및 선물용품 소매업,388,22535530,41377708.15,2020-12-15
2018-05,제주시,애월읍,그외 기타 스포츠시설 운영업,98,29944000,41377708.15,2020-12-15
2018-05,제주시,애월읍,그외 기타 종합 소매업,20,10190000,41377708.15,2020-12-15
2018-05,제주시,애월읍,기타 외국식 음식점업,897,32317000,41377708.15,2020-12-15
2018-05,제주시,애월읍,기타 주점업,48,6935000,41377708.15,2020-12-15
2018-05,제주시,애월읍,기타음식료품위주종합소매업,23778,1254673846,41377708.15,2020-12-15
2018-05,제주시,애월읍,비알콜 음료점업,5655,82293920,41377708.15,2020-12-15
2018-05,제주시,애월읍,빵 및 과자류 소매업,2099,39664913,41377708.15,2020-12-15
2018-05,제주시,애월읍,서양식 음식점업,12770,332669450,41377708.15,2020-12-15
2018-05,제주시,애월읍,수산물 소매업,123,15101490,41377708.15,2020-12-15
2018-05,제주시,애월읍,슈퍼마켓,9096,231047290,41377708.15,2020-12-15
2018-05,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,692,20496700,41377708.15,2020-12-15
2018-05,제주시,애월읍,여관업,4477,464306438,41377708.15,2020-12-15
2018-05,제주시,애월읍,여행사업,18,24513550,41377708.15,2020-12-15
2018-05,제주시,애월읍,육류 소매업,678,44885390,41377708.15,2020-12-15
2018-05,제주시,애월읍,일반유흥 주점업,37,5740000,41377708.15,2020-12-15
2018-05,제주시,애월읍,일식 음식점업,1061,93424560,41377708.15,2020-12-15
2018-05,제주시,애월읍,자동차 임대업,265,15501640,41377708.15,2020-12-15
2018-05,제주시,애월읍,전시 및 행사 대행업,1837,46043190,41377708.15,2020-12-15
2018-05,제주시,애월읍,중식 음식점업,1585,45633500,41377708.15,2020-12-15
2018-05,제주시,애월읍,차량용 가스 충전업,224,34497410,41377708.15,2020-12-15
2018-05,제주시,애월읍,차량용 주유소 운영업,26009,1699068645,41377708.15,2020-12-15
2018-05,제주시,애월읍,체인화 편의점,47785,471354630,41377708.15,2020-12-15
2018-05,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",148,4958800,41377708.15,2020-12-15
2018-05,제주시,애월읍,한식 음식점업,36134,1560481630,41377708.15,2020-12-15
2018-05,제주시,애월읍,호텔업,57,9012000,41377708.15,2020-12-15
2018-05,제주시,애월읍,화장품 및 방향제 소매업,330,14839740,41377708.15,2020-12-15
2018-05,제주시,애월읍,휴양콘도 운영업,49,7403930,41377708.15,2020-12-15
2018-05,제주시,연동,건강보조식품 소매업,506,253342950,53418044.62,2020-12-15
2018-05,제주시,연동,과실 및 채소 소매업,614,58990225,53418044.62,2020-12-15
2018-05,제주시,연동,관광 민예품 및 선물용품 소매업,1788,73168980,53418044.62,2020-12-15
2018-05,제주시,연동,그외 기타 종합 소매업,9,3810000,53418044.62,2020-12-15
2018-05,제주시,연동,기타 갬블링 및 베팅업,17,111300000,53418044.62,2020-12-15
2018-05,제주시,연동,기타 대형 종합 소매업,8883,260579310,53418044.62,2020-12-15
2018-05,제주시,연동,기타 외국식 음식점업,2398,133442900,53418044.62,2020-12-15
2018-05,제주시,연동,기타 주점업,1852,488108258,53418044.62,2020-12-15
2018-05,제주시,연동,기타음식료품위주종합소매업,88,4340200,53418044.62,2020-12-15
2018-05,제주시,연동,마사지업,74,8865000,53418044.62,2020-12-15
2018-05,제주시,연동,면세점,328,176759050,53418044.62,2020-12-15
2018-05,제주시,연동,비알콜 음료점업,10639,114739580,53418044.62,2020-12-15
2018-05,제주시,연동,빵 및 과자류 소매업,12343,232414107,53418044.62,2020-12-15
2018-05,제주시,연동,서양식 음식점업,10031,456120595,53418044.62,2020-12-15
2018-05,제주시,연동,수산물 소매업,269,62750900,53418044.62,2020-12-15
2018-05,제주시,연동,슈퍼마켓,44206,1355663164,53418044.62,2020-12-15
2018-05,제주시,연동,스포츠 및 레크레이션 용품 임대업,6464,879769440,53418044.62,2020-12-15
2018-05,제주시,연동,여관업,6655,992396025,53418044.62,2020-12-15
2018-05,제주시,연동,여행사업,114,71415840,53418044.62,2020-12-15
2018-05,제주시,연동,욕탕업,1741,28883850,53418044.62,2020-12-15
2018-05,제주시,연동,육류 소매업,725,50791120,53418044.62,2020-12-15
2018-05,제주시,연동,일반유흥 주점업,6163,1814204200,53418044.62,2020-12-15
2018-05,제주시,연동,일식 음식점업,4816,396604163,53418044.62,2020-12-15
2018-05,제주시,연동,자동차 임대업,1234,85030370,53418044.62,2020-12-15
2018-05,제주시,연동,전시 및 행사 대행업,970,36287000,53418044.62,2020-12-15
2018-05,제주시,연동,정기 항공 운송업,31095,5405794756,53418044.62,2020-12-15
2018-05,제주시,연동,중식 음식점업,5806,199598503,53418044.62,2020-12-15
2018-05,제주시,연동,차량용 가스 충전업,34,4128560,53418044.62,2020-12-15
2018-05,제주시,연동,차량용 주유소 운영업,11396,768022149,53418044.62,2020-12-15
2018-05,제주시,연동,체인화 편의점,96535,882199410,53418044.62,2020-12-15
2018-05,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3181,72134705,53418044.62,2020-12-15
2018-05,제주시,연동,한식 음식점업,85708,4585127475,53418044.62,2020-12-15
2018-05,제주시,연동,호텔업,4754,1599349084,53418044.62,2020-12-15
2018-05,제주시,연동,화장품 및 방향제 소매업,4650,209563920,53418044.62,2020-12-15
2018-05,제주시,오라동,골프장 운영업,2416,474112327,17969738.37,2020-12-15
2018-05,제주시,오라동,과실 및 채소 소매업,469,40755150,17969738.37,2020-12-15
2018-05,제주시,오라동,관광 민예품 및 선물용품 소매업,1126,80393420,17969738.37,2020-12-15
2018-05,제주시,오라동,그외 기타 스포츠시설 운영업,4,174000,17969738.37,2020-12-15
2018-05,제주시,오라동,그외 기타 종합 소매업,3218,132888230,17969738.37,2020-12-15
2018-05,제주시,오라동,기타 외국식 음식점업,142,2746000,17969738.37,2020-12-15
2018-05,제주시,오라동,기타 주점업,55,12900000,17969738.37,2020-12-15
2018-05,제주시,오라동,기타음식료품위주종합소매업,74,2500670,17969738.37,2020-12-15
2018-05,제주시,오라동,비알콜 음료점업,2161,28061480,17969738.37,2020-12-15
2018-05,제주시,오라동,빵 및 과자류 소매업,1040,25468308,17969738.37,2020-12-15
2018-05,제주시,오라동,서양식 음식점업,1792,30747240,17969738.37,2020-12-15
2018-05,제주시,오라동,수산물 소매업,17,11199760,17969738.37,2020-12-15
2018-05,제주시,오라동,슈퍼마켓,7557,184735100,17969738.37,2020-12-15
2018-05,제주시,오라동,스포츠 및 레크레이션 용품 임대업,651,139531710,17969738.37,2020-12-15
2018-05,제주시,오라동,여관업,349,25837800,17969738.37,2020-12-15
2018-05,제주시,오라동,여행사업,48,20458390,17969738.37,2020-12-15
2018-05,제주시,오라동,욕탕업,20,126000,17969738.37,2020-12-15
2018-05,제주시,오라동,육류 소매업,1042,69439656,17969738.37,2020-12-15
2018-05,제주시,오라동,일반유흥 주점업,20,5640000,17969738.37,2020-12-15
2018-05,제주시,오라동,일식 음식점업,171,29597000,17969738.37,2020-12-15
2018-05,제주시,오라동,자동차 임대업,612,43427850,17969738.37,2020-12-15
2018-05,제주시,오라동,중식 음식점업,114,1722100,17969738.37,2020-12-15
2018-05,제주시,오라동,차량용 가스 충전업,199,15306210,17969738.37,2020-12-15
2018-05,제주시,오라동,차량용 주유소 운영업,12290,617178229,17969738.37,2020-12-15
2018-05,제주시,오라동,체인화 편의점,12653,108459490,17969738.37,2020-12-15
2018-05,제주시,오라동,한식 음식점업,21153,803140950,17969738.37,2020-12-15
2018-05,제주시,오라동,화장품 및 방향제 소매업,43,14804580,17969738.37,2020-12-15
2018-05,제주시,외도동,건강보조식품 소매업,16,4764000,10365647.65,2020-12-15
2018-05,제주시,외도동,과실 및 채소 소매업,150,16774300,10365647.65,2020-12-15
2018-05,제주시,외도동,관광 민예품 및 선물용품 소매업,1,1460000,10365647.65,2020-12-15
2018-05,제주시,외도동,그외 기타 종합 소매업,3,6000000,10365647.65,2020-12-15
2018-05,제주시,외도동,기타 외국식 음식점업,1123,28062900,10365647.65,2020-12-15
2018-05,제주시,외도동,기타 주점업,72,11965000,10365647.65,2020-12-15
2018-05,제주시,외도동,기타음식료품위주종합소매업,523,36649790,10365647.65,2020-12-15
2018-05,제주시,외도동,비알콜 음료점업,779,13199200,10365647.65,2020-12-15
2018-05,제주시,외도동,빵 및 과자류 소매업,4277,62180740,10365647.65,2020-12-15
2018-05,제주시,외도동,서양식 음식점업,2556,70947450,10365647.65,2020-12-15
2018-05,제주시,외도동,수산물 소매업,179,21542000,10365647.65,2020-12-15
2018-05,제주시,외도동,슈퍼마켓,19724,535719110,10365647.65,2020-12-15
2018-05,제주시,외도동,스포츠 및 레크레이션 용품 임대업,178,5506800,10365647.65,2020-12-15
2018-05,제주시,외도동,여관업,842,68099265,10365647.65,2020-12-15
2018-05,제주시,외도동,여행사업,4,4711900,10365647.65,2020-12-15
2018-05,제주시,외도동,욕탕업,3,107500,10365647.65,2020-12-15
2018-05,제주시,외도동,육류 소매업,815,147971836,10365647.65,2020-12-15
2018-05,제주시,외도동,일식 음식점업,640,50904600,10365647.65,2020-12-15
2018-05,제주시,외도동,자동차 임대업,570,60537740,10365647.65,2020-12-15
2018-05,제주시,외도동,전시 및 행사 대행업,13,890900,10365647.65,2020-12-15
2018-05,제주시,외도동,중식 음식점업,1247,31505500,10365647.65,2020-12-15
2018-05,제주시,외도동,차량용 가스 충전업,1025,46954392,10365647.65,2020-12-15
2018-05,제주시,외도동,차량용 주유소 운영업,4984,301889050,10365647.65,2020-12-15
2018-05,제주시,외도동,체인화 편의점,18984,197296495,10365647.65,2020-12-15
2018-05,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3649,56576110,10365647.65,2020-12-15
2018-05,제주시,외도동,한식 음식점업,16403,648643334,10365647.65,2020-12-15
2018-05,제주시,외도동,호텔업,166,62989410,10365647.65,2020-12-15
2018-05,제주시,외도동,화장품 및 방향제 소매업,616,19029880,10365647.65,2020-12-15
2018-05,제주시,용담1동,과실 및 채소 소매업,675,39376090,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,관광 민예품 및 선물용품 소매업,5,9530000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,그외 기타 종합 소매업,2,750000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,기타 수상오락 서비스업,12,3023000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,기타 외국식 음식점업,38,1507000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,기타 주점업,298,52060000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,기타음식료품위주종합소매업,17,445700,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,버스 운송업,3,4200000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,비알콜 음료점업,28,392500,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,빵 및 과자류 소매업,544,15165000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,서양식 음식점업,420,10262500,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,수산물 소매업,144,15979300,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,슈퍼마켓,2269,29119660,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,172,17784500,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,여관업,134,13074635,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,여행사업,5,9457960,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,욕탕업,21,207500,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,육류 소매업,1702,154978360,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,일반유흥 주점업,149,57480000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,일식 음식점업,327,58743000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,자동차 임대업,335,11556910,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,중식 음식점업,529,14051000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,차량용 가스 충전업,1154,36783596,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,차량용 주유소 운영업,2794,136621641,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,체인화 편의점,6281,54041440,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,한식 음식점업,5750,316190948,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,호텔업,56,14259000,7715098.532000001,2020-12-15
2018-05,제주시,용담1동,화장품 및 방향제 소매업,17,2732000,7715098.532000001,2020-12-15
2018-05,제주시,용담2동,건강보조식품 소매업,12,1250100,18540706.78,2020-12-15
2018-05,제주시,용담2동,과실 및 채소 소매업,1282,92761300,18540706.78,2020-12-15
2018-05,제주시,용담2동,관광 민예품 및 선물용품 소매업,12990,447105000,18540706.78,2020-12-15
2018-05,제주시,용담2동,기타 외국식 음식점업,116,6233000,18540706.78,2020-12-15
