년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2018-04,서귀포시,서홍동,기타음식료품위주종합소매업,66,4120200,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,내항 여객 운송업,650,62855100,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,비알콜 음료점업,1452,15120400,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,빵 및 과자류 소매업,1182,14727650,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,서양식 음식점업,1556,26728100,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,수산물 소매업,122,21347000,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,슈퍼마켓,640,14375450,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,15,27181000,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,여관업,32,3647300,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,욕탕업,548,8280500,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,육류 소매업,61,2328800,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,일식 음식점업,151,9069000,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,전시 및 행사 대행업,74,4714400,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,중식 음식점업,676,16269500,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,차량용 가스 충전업,143,17128285,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,차량용 주유소 운영업,2866,154075870,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,체인화 편의점,10967,101589770,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",559,8626200,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,한식 음식점업,6974,282998127,5676609.815,2020-12-15
2018-04,서귀포시,서홍동,화장품 및 방향제 소매업,51,1996360,5676609.815,2020-12-15
2018-04,서귀포시,성산읍,건강보조식품 소매업,15,726500,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,과실 및 채소 소매업,1670,113799500,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,2138,46705900,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,그외 기타 스포츠시설 운영업,284,14692900,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,그외 기타 종합 소매업,11,4825000,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,기타 외국식 음식점업,356,25988200,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,기타 주점업,158,26423000,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,기타음식료품위주종합소매업,5673,279411465,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,비알콜 음료점업,3889,61121955,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,빵 및 과자류 소매업,4880,58797090,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,서양식 음식점업,3691,89410018,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,수산물 소매업,1121,130621300,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,슈퍼마켓,11647,314052775,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,104,4014000,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,여관업,2131,166350576,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,욕탕업,35,554000,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,육류 소매업,509,31672560,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,일반유흥 주점업,543,117604012,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,일식 음식점업,993,89371530,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,전시 및 행사 대행업,2971,397810000,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,중식 음식점업,1279,37911500,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,차량용 가스 충전업,154,26199230,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,차량용 주유소 운영업,8332,459046526,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,체인화 편의점,26964,264127378,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2141,34079960,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,한식 음식점업,28857,1559168731,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,호텔업,39,2750000,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,화장품 및 방향제 소매업,476,13713270,16038613.8,2020-12-15
2018-04,서귀포시,성산읍,휴양콘도 운영업,2155,252943328,16038613.8,2020-12-15
2018-04,서귀포시,송산동,건강보조식품 소매업,127,20202020,19133059.8,2020-12-15
2018-04,서귀포시,송산동,과실 및 채소 소매업,5725,368949514,19133059.8,2020-12-15
2018-04,서귀포시,송산동,관광 민예품 및 선물용품 소매업,1379,53036590,19133059.8,2020-12-15
2018-04,서귀포시,송산동,그외 기타 종합 소매업,49,9627500,19133059.8,2020-12-15
2018-04,서귀포시,송산동,기타 대형 종합 소매업,10591,656282790,19133059.8,2020-12-15
2018-04,서귀포시,송산동,기타 수상오락 서비스업,3,1096150,19133059.8,2020-12-15
2018-04,서귀포시,송산동,기타 외국식 음식점업,1478,78002500,19133059.8,2020-12-15
2018-04,서귀포시,송산동,기타 주점업,1056,235142100,19133059.8,2020-12-15
2018-04,서귀포시,송산동,기타음식료품위주종합소매업,4747,306765060,19133059.8,2020-12-15
2018-04,서귀포시,송산동,마사지업,21,1839000,19133059.8,2020-12-15
2018-04,서귀포시,송산동,비알콜 음료점업,6303,72109790,19133059.8,2020-12-15
2018-04,서귀포시,송산동,빵 및 과자류 소매업,10096,167153883,19133059.8,2020-12-15
2018-04,서귀포시,송산동,서양식 음식점업,6286,165095970,19133059.8,2020-12-15
2018-04,서귀포시,송산동,수산물 소매업,4249,306427625,19133059.8,2020-12-15
2018-04,서귀포시,송산동,슈퍼마켓,34795,1071111374,19133059.8,2020-12-15
2018-04,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,4111,580768340,19133059.8,2020-12-15
2018-04,서귀포시,송산동,여관업,3749,569759396,19133059.8,2020-12-15
2018-04,서귀포시,송산동,여행사업,59,2995200,19133059.8,2020-12-15
2018-04,서귀포시,송산동,욕탕업,164,1806900,19133059.8,2020-12-15
2018-04,서귀포시,송산동,육류 소매업,3006,217215145,19133059.8,2020-12-15
2018-04,서귀포시,송산동,일반유흥 주점업,2802,704381400,19133059.8,2020-12-15
2018-04,서귀포시,송산동,일식 음식점업,7409,683520000,19133059.8,2020-12-15
2018-04,서귀포시,송산동,전시 및 행사 대행업,213,20206100,19133059.8,2020-12-15
2018-04,서귀포시,송산동,중식 음식점업,3425,114709221,19133059.8,2020-12-15
2018-04,서귀포시,송산동,차량용 가스 충전업,948,64669667,19133059.8,2020-12-15
2018-04,서귀포시,송산동,차량용 주유소 운영업,15583,895648479,19133059.8,2020-12-15
2018-04,서귀포시,송산동,체인화 편의점,55266,542945494,19133059.8,2020-12-15
2018-04,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",9199,123792730,19133059.8,2020-12-15
2018-04,서귀포시,송산동,한식 음식점업,54060,2752345623,19133059.8,2020-12-15
2018-04,서귀포시,송산동,호텔업,759,141493915,19133059.8,2020-12-15
2018-04,서귀포시,송산동,화장품 및 방향제 소매업,1915,126501620,19133059.8,2020-12-15
2018-04,서귀포시,안덕면,건강보조식품 소매업,6,3905000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,골프장 운영업,3947,695022338,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,과실 및 채소 소매업,958,51890910,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,587,17911290,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,20,1265000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,그외 기타 스포츠시설 운영업,123,4927800,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,그외 기타 종합 소매업,5,1850000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,기타 수상오락 서비스업,27,1773000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,기타 외국식 음식점업,355,20458000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,기타 주점업,66,16700000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,기타음식료품위주종합소매업,4496,189413220,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,비알콜 음료점업,1852,30963340,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,빵 및 과자류 소매업,1162,20333022,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,서양식 음식점업,13604,399843080,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,수산물 소매업,458,29776700,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,슈퍼마켓,2756,57001950,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,437,24577100,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,여관업,3853,125176359,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,욕탕업,1924,51692900,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,육류 소매업,2,2548000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,일반유흥 주점업,3,6214000,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,일식 음식점업,373,32337500,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,전시 및 행사 대행업,8147,339053760,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,중식 음식점업,820,28801400,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,차량용 가스 충전업,63,6097280,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,차량용 주유소 운영업,9501,602108542,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,체인화 편의점,25224,249189699,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",566,19971200,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,한식 음식점업,19244,1303702491,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,화장품 및 방향제 소매업,2015,50126170,19320837.56,2020-12-15
2018-04,서귀포시,안덕면,휴양콘도 운영업,2251,458275824,19320837.56,2020-12-15
2018-04,서귀포시,영천동,건강보조식품 소매업,5,461000,5926542.917,2020-12-15
2018-04,서귀포시,영천동,골프장 운영업,726,136644110,5926542.917,2020-12-15
2018-04,서귀포시,영천동,과실 및 채소 소매업,125,24717500,5926542.917,2020-12-15
2018-04,서귀포시,영천동,관광 민예품 및 선물용품 소매업,3,577000,5926542.917,2020-12-15
2018-04,서귀포시,영천동,그외 기타 종합 소매업,21,379950,5926542.917,2020-12-15
2018-04,서귀포시,영천동,기타음식료품위주종합소매업,930,54183620,5926542.917,2020-12-15
2018-04,서귀포시,영천동,서양식 음식점업,299,6063800,5926542.917,2020-12-15
2018-04,서귀포시,영천동,수산물 소매업,16,14734000,5926542.917,2020-12-15
2018-04,서귀포시,영천동,슈퍼마켓,9590,864219140,5926542.917,2020-12-15
2018-04,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,28,1296000,5926542.917,2020-12-15
2018-04,서귀포시,영천동,여관업,197,10090490,5926542.917,2020-12-15
2018-04,서귀포시,영천동,육류 소매업,584,30515910,5926542.917,2020-12-15
2018-04,서귀포시,영천동,전시 및 행사 대행업,776,37549200,5926542.917,2020-12-15
2018-04,서귀포시,영천동,중식 음식점업,599,21263500,5926542.917,2020-12-15
2018-04,서귀포시,영천동,차량용 가스 충전업,74,10834500,5926542.917,2020-12-15
2018-04,서귀포시,영천동,차량용 주유소 운영업,10539,633546561,5926542.917,2020-12-15
2018-04,서귀포시,영천동,체인화 편의점,4821,46770730,5926542.917,2020-12-15
2018-04,서귀포시,영천동,한식 음식점업,4789,306869770,5926542.917,2020-12-15
2018-04,서귀포시,영천동,호텔업,706,138683915,5926542.917,2020-12-15
2018-04,서귀포시,예래동,골프장 운영업,2312,376115950,8611610.035,2020-12-15
2018-04,서귀포시,예래동,과실 및 채소 소매업,154,12223520,8611610.035,2020-12-15
2018-04,서귀포시,예래동,관광 민예품 및 선물용품 소매업,213,5846800,8611610.035,2020-12-15
2018-04,서귀포시,예래동,그외 기타 종합 소매업,8,1120000,8611610.035,2020-12-15
2018-04,서귀포시,예래동,기타 갬블링 및 베팅업,1,2000000,8611610.035,2020-12-15
2018-04,서귀포시,예래동,기타 외국식 음식점업,7,172000,8611610.035,2020-12-15
2018-04,서귀포시,예래동,기타음식료품위주종합소매업,139,3406050,8611610.035,2020-12-15
2018-04,서귀포시,예래동,내항 여객 운송업,30,8448500,8611610.035,2020-12-15
2018-04,서귀포시,예래동,면세점,12,13649840,8611610.035,2020-12-15
2018-04,서귀포시,예래동,비알콜 음료점업,1998,25526330,8611610.035,2020-12-15
2018-04,서귀포시,예래동,빵 및 과자류 소매업,640,12920074,8611610.035,2020-12-15
2018-04,서귀포시,예래동,서양식 음식점업,4338,146430340,8611610.035,2020-12-15
2018-04,서귀포시,예래동,수산물 소매업,432,32351900,8611610.035,2020-12-15
2018-04,서귀포시,예래동,슈퍼마켓,627,11605230,8611610.035,2020-12-15
2018-04,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,529,61346700,8611610.035,2020-12-15
2018-04,서귀포시,예래동,여관업,1351,332515157,8611610.035,2020-12-15
2018-04,서귀포시,예래동,욕탕업,150,5309200,8611610.035,2020-12-15
2018-04,서귀포시,예래동,육류 소매업,13,490000,8611610.035,2020-12-15
2018-04,서귀포시,예래동,일반유흥 주점업,467,26905500,8611610.035,2020-12-15
2018-04,서귀포시,예래동,일식 음식점업,235,43425000,8611610.035,2020-12-15
2018-04,서귀포시,예래동,전시 및 행사 대행업,3904,232846450,8611610.035,2020-12-15
2018-04,서귀포시,예래동,중식 음식점업,452,12260150,8611610.035,2020-12-15
2018-04,서귀포시,예래동,차량용 가스 충전업,107,18657025,8611610.035,2020-12-15
2018-04,서귀포시,예래동,차량용 주유소 운영업,6111,290412374,8611610.035,2020-12-15
2018-04,서귀포시,예래동,체인화 편의점,16360,187156700,8611610.035,2020-12-15
2018-04,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2705,33193900,8611610.035,2020-12-15
2018-04,서귀포시,예래동,한식 음식점업,13544,1081054281,8611610.035,2020-12-15
2018-04,서귀포시,예래동,호텔업,4788,1635018628,8611610.035,2020-12-15
2018-04,서귀포시,예래동,화장품 및 방향제 소매업,54,1688900,8611610.035,2020-12-15
2018-04,서귀포시,예래동,휴양콘도 운영업,248,78964550,8611610.035,2020-12-15
2018-04,서귀포시,정방동,건강보조식품 소매업,85,10783550,4506471.921,2020-12-15
2018-04,서귀포시,정방동,과실 및 채소 소매업,4953,303308964,4506471.921,2020-12-15
2018-04,서귀포시,정방동,관광 민예품 및 선물용품 소매업,1187,38489490,4506471.921,2020-12-15
2018-04,서귀포시,정방동,그외 기타 종합 소매업,7,4000000,4506471.921,2020-12-15
2018-04,서귀포시,정방동,기타 수상오락 서비스업,3,1096150,4506471.921,2020-12-15
2018-04,서귀포시,정방동,기타 외국식 음식점업,724,44396000,4506471.921,2020-12-15
2018-04,서귀포시,정방동,기타 주점업,1056,235142100,4506471.921,2020-12-15
2018-04,서귀포시,정방동,기타음식료품위주종합소매업,2758,218969220,4506471.921,2020-12-15
2018-04,서귀포시,정방동,마사지업,13,1365000,4506471.921,2020-12-15
2018-04,서귀포시,정방동,비알콜 음료점업,4462,51831150,4506471.921,2020-12-15
2018-04,서귀포시,정방동,빵 및 과자류 소매업,7228,127296023,4506471.921,2020-12-15
2018-04,서귀포시,정방동,서양식 음식점업,4518,127406900,4506471.921,2020-12-15
2018-04,서귀포시,정방동,수산물 소매업,3936,264872625,4506471.921,2020-12-15
2018-04,서귀포시,정방동,슈퍼마켓,8233,164281340,4506471.921,2020-12-15
2018-04,서귀포시,정방동,스포츠 및 레크레이션 용품 임대업,3429,526510340,4506471.921,2020-12-15
2018-04,서귀포시,정방동,여관업,3541,554927106,4506471.921,2020-12-15
2018-04,서귀포시,정방동,여행사업,59,2995200,4506471.921,2020-12-15
2018-04,서귀포시,정방동,욕탕업,20,325900,4506471.921,2020-12-15
2018-04,서귀포시,정방동,육류 소매업,1783,122243700,4506471.921,2020-12-15
2018-04,서귀포시,정방동,일반유흥 주점업,2802,704381400,4506471.921,2020-12-15
2018-04,서귀포시,정방동,일식 음식점업,5780,563588000,4506471.921,2020-12-15
2018-04,서귀포시,정방동,전시 및 행사 대행업,3,351000,4506471.921,2020-12-15
2018-04,서귀포시,정방동,중식 음식점업,2231,69543921,4506471.921,2020-12-15
2018-04,서귀포시,정방동,차량용 주유소 운영업,1661,96710648,4506471.921,2020-12-15
2018-04,서귀포시,정방동,체인화 편의점,34207,347573860,4506471.921,2020-12-15
2018-04,서귀포시,정방동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7049,82939020,4506471.921,2020-12-15
2018-04,서귀포시,정방동,한식 음식점업,35092,1688431095,4506471.921,2020-12-15
2018-04,서귀포시,정방동,호텔업,53,2810000,4506471.921,2020-12-15
2018-04,서귀포시,정방동,화장품 및 방향제 소매업,1906,125481620,4506471.921,2020-12-15
2018-04,서귀포시,중문동,골프장 운영업,1154,98949550,9007426.571,2020-12-15
2018-04,서귀포시,중문동,과실 및 채소 소매업,836,125063340,9007426.571,2020-12-15
2018-04,서귀포시,중문동,관광 민예품 및 선물용품 소매업,159,7083508,9007426.571,2020-12-15
2018-04,서귀포시,중문동,그외 기타 스포츠시설 운영업,56,10002000,9007426.571,2020-12-15
2018-04,서귀포시,중문동,그외 기타 종합 소매업,4,2550000,9007426.571,2020-12-15
2018-04,서귀포시,중문동,기타 외국식 음식점업,552,24640000,9007426.571,2020-12-15
2018-04,서귀포시,중문동,기타 주점업,144,25555000,9007426.571,2020-12-15
2018-04,서귀포시,중문동,기타음식료품위주종합소매업,8772,383344630,9007426.571,2020-12-15
2018-04,서귀포시,중문동,마사지업,7,1020000,9007426.571,2020-12-15
2018-04,서귀포시,중문동,면세점,4830,724012850,9007426.571,2020-12-15
2018-04,서귀포시,중문동,비알콜 음료점업,362,1818390,9007426.571,2020-12-15
2018-04,서귀포시,중문동,빵 및 과자류 소매업,3271,55386310,9007426.571,2020-12-15
2018-04,서귀포시,중문동,서양식 음식점업,5128,196419890,9007426.571,2020-12-15
2018-04,서귀포시,중문동,수산물 소매업,305,24847500,9007426.571,2020-12-15
2018-04,서귀포시,중문동,슈퍼마켓,7043,235467020,9007426.571,2020-12-15
2018-04,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,356,14654400,9007426.571,2020-12-15
2018-04,서귀포시,중문동,여관업,1882,409850969,9007426.571,2020-12-15
2018-04,서귀포시,중문동,욕탕업,43,374500,9007426.571,2020-12-15
2018-04,서귀포시,중문동,육류 소매업,6,475000,9007426.571,2020-12-15
2018-04,서귀포시,중문동,일반유흥 주점업,390,61607700,9007426.571,2020-12-15
2018-04,서귀포시,중문동,일식 음식점업,1047,199639475,9007426.571,2020-12-15
2018-04,서귀포시,중문동,자동차 임대업,36,4139270,9007426.571,2020-12-15
2018-04,서귀포시,중문동,전시 및 행사 대행업,176,5428200,9007426.571,2020-12-15
2018-04,서귀포시,중문동,중식 음식점업,1399,46377080,9007426.571,2020-12-15
2018-04,서귀포시,중문동,차량용 가스 충전업,28,7365653,9007426.571,2020-12-15
2018-04,서귀포시,중문동,차량용 주유소 운영업,2182,110452068,9007426.571,2020-12-15
2018-04,서귀포시,중문동,체인화 편의점,18483,177895570,9007426.571,2020-12-15
2018-04,서귀포시,중문동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2551,40252590,9007426.571,2020-12-15
2018-04,서귀포시,중문동,한식 음식점업,17871,978909066,9007426.571,2020-12-15
2018-04,서귀포시,중문동,호텔업,233,47214700,9007426.571,2020-12-15
2018-04,서귀포시,중문동,화장품 및 방향제 소매업,78,5253100,9007426.571,2020-12-15
2018-04,서귀포시,중앙동,건강보조식품 소매업,85,10783550,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,과실 및 채소 소매업,4953,303308964,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,관광 민예품 및 선물용품 소매업,1187,38489490,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,그외 기타 종합 소매업,7,4000000,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,기타 수상오락 서비스업,3,1096150,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,기타 외국식 음식점업,724,44396000,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,기타 주점업,1056,235142100,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,기타음식료품위주종합소매업,2758,218969220,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,마사지업,13,1365000,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,비알콜 음료점업,4462,51831150,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,빵 및 과자류 소매업,7228,127296023,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,서양식 음식점업,4518,127406900,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,수산물 소매업,3936,264872625,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,슈퍼마켓,8233,164281340,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,스포츠 및 레크레이션 용품 임대업,3429,526510340,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,여관업,3541,554927106,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,여행사업,59,2995200,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,욕탕업,20,325900,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,육류 소매업,1783,122243700,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,일반유흥 주점업,2802,704381400,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,일식 음식점업,5780,563588000,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,전시 및 행사 대행업,3,351000,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,중식 음식점업,2231,69543921,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,차량용 주유소 운영업,1661,96710648,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,체인화 편의점,34207,347573860,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7049,82939020,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,한식 음식점업,35092,1688431095,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,호텔업,53,2810000,4775833.555,2020-12-15
2018-04,서귀포시,중앙동,화장품 및 방향제 소매업,1906,125481620,4775833.555,2020-12-15
2018-04,서귀포시,천지동,건강보조식품 소매업,88,11275450,7557925.972,2020-12-15
2018-04,서귀포시,천지동,과실 및 채소 소매업,5023,309400864,7557925.972,2020-12-15
2018-04,서귀포시,천지동,관광 민예품 및 선물용품 소매업,1299,45303190,7557925.972,2020-12-15
2018-04,서귀포시,천지동,그외 기타 종합 소매업,8,4100000,7557925.972,2020-12-15
2018-04,서귀포시,천지동,기타 수상오락 서비스업,3,1096150,7557925.972,2020-12-15
2018-04,서귀포시,천지동,기타 외국식 음식점업,1406,59325400,7557925.972,2020-12-15
2018-04,서귀포시,천지동,기타 주점업,1056,235142100,7557925.972,2020-12-15
2018-04,서귀포시,천지동,기타음식료품위주종합소매업,2824,223089420,7557925.972,2020-12-15
2018-04,서귀포시,천지동,내항 여객 운송업,650,62855100,7557925.972,2020-12-15
2018-04,서귀포시,천지동,마사지업,13,1365000,7557925.972,2020-12-15
2018-04,서귀포시,천지동,비알콜 음료점업,5914,66951550,7557925.972,2020-12-15
2018-04,서귀포시,천지동,빵 및 과자류 소매업,8410,142023673,7557925.972,2020-12-15
2018-04,서귀포시,천지동,서양식 음식점업,6074,154135000,7557925.972,2020-12-15
2018-04,서귀포시,천지동,수산물 소매업,4058,286219625,7557925.972,2020-12-15
2018-04,서귀포시,천지동,슈퍼마켓,8873,178656790,7557925.972,2020-12-15
2018-04,서귀포시,천지동,스포츠 및 레크레이션 용품 임대업,3444,553691340,7557925.972,2020-12-15
2018-04,서귀포시,천지동,여관업,3573,558574406,7557925.972,2020-12-15
2018-04,서귀포시,천지동,여행사업,59,2995200,7557925.972,2020-12-15
2018-04,서귀포시,천지동,욕탕업,568,8606400,7557925.972,2020-12-15
2018-04,서귀포시,천지동,육류 소매업,1844,124572500,7557925.972,2020-12-15
2018-04,서귀포시,천지동,일반유흥 주점업,2802,704381400,7557925.972,2020-12-15
2018-04,서귀포시,천지동,일식 음식점업,5931,572657000,7557925.972,2020-12-15
2018-04,서귀포시,천지동,전시 및 행사 대행업,77,5065400,7557925.972,2020-12-15
2018-04,서귀포시,천지동,중식 음식점업,2907,85813421,7557925.972,2020-12-15
2018-04,서귀포시,천지동,차량용 가스 충전업,143,17128285,7557925.972,2020-12-15
2018-04,서귀포시,천지동,차량용 주유소 운영업,4527,250786518,7557925.972,2020-12-15
2018-04,서귀포시,천지동,체인화 편의점,45174,449163630,7557925.972,2020-12-15
2018-04,서귀포시,천지동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7608,91565220,7557925.972,2020-12-15
2018-04,서귀포시,천지동,한식 음식점업,42066,1971429222,7557925.972,2020-12-15
2018-04,서귀포시,천지동,호텔업,53,2810000,7557925.972,2020-12-15
2018-04,서귀포시,천지동,화장품 및 방향제 소매업,1957,127477980,7557925.972,2020-12-15
2018-04,서귀포시,표선면,건강보조식품 소매업,210,29567100,11992523.07,2020-12-15
2018-04,서귀포시,표선면,과실 및 채소 소매업,2166,408498550,11992523.07,2020-12-15
2018-04,서귀포시,표선면,관광 민예품 및 선물용품 소매업,667,112873100,11992523.07,2020-12-15
2018-04,서귀포시,표선면,그외 기타 스포츠시설 운영업,122,8735000,11992523.07,2020-12-15
2018-04,서귀포시,표선면,그외 기타 종합 소매업,4,1630000,11992523.07,2020-12-15
2018-04,서귀포시,표선면,기타 외국식 음식점업,99,3202500,11992523.07,2020-12-15
2018-04,서귀포시,표선면,기타 주점업,174,40380500,11992523.07,2020-12-15
2018-04,서귀포시,표선면,기타음식료품위주종합소매업,6039,225111670,11992523.07,2020-12-15
2018-04,서귀포시,표선면,비알콜 음료점업,1020,13262870,11992523.07,2020-12-15
2018-04,서귀포시,표선면,빵 및 과자류 소매업,1379,23412600,11992523.07,2020-12-15
2018-04,서귀포시,표선면,서양식 음식점업,1502,30784843,11992523.07,2020-12-15
2018-04,서귀포시,표선면,수산물 소매업,610,62315020,11992523.07,2020-12-15
2018-04,서귀포시,표선면,슈퍼마켓,6980,228442110,11992523.07,2020-12-15
2018-04,서귀포시,표선면,스포츠 및 레크레이션 용품 임대업,868,28859100,11992523.07,2020-12-15
2018-04,서귀포시,표선면,여관업,443,47556444,11992523.07,2020-12-15
2018-04,서귀포시,표선면,욕탕업,8,720000,11992523.07,2020-12-15
2018-04,서귀포시,표선면,육류 소매업,558,38307304,11992523.07,2020-12-15
2018-04,서귀포시,표선면,일반유흥 주점업,458,86062000,11992523.07,2020-12-15
2018-04,서귀포시,표선면,일식 음식점업,956,165841200,11992523.07,2020-12-15
2018-04,서귀포시,표선면,전시 및 행사 대행업,2399,147355300,11992523.07,2020-12-15
2018-04,서귀포시,표선면,중식 음식점업,608,19204521,11992523.07,2020-12-15
2018-04,서귀포시,표선면,차량용 가스 충전업,166,29497020,11992523.07,2020-12-15
2018-04,서귀포시,표선면,차량용 주유소 운영업,5441,309121756,11992523.07,2020-12-15
2018-04,서귀포시,표선면,체인화 편의점,14129,162527428,11992523.07,2020-12-15
2018-04,서귀포시,표선면,"피자, 햄버거, 샌드위치 및 유사 음식점업",1335,25420050,11992523.07,2020-12-15
